Serial_No,Date,Season,Time_of_Day,Origin,Destination,Cargo_Type,Shipping_Mode,Weather,Special_Handling,Freight_Volume,Price_per_Unit,Delivery_Status
55042,2019-07-03 13:36:29.289892896,Monsoon,Afternoon,East,West,Automobile,Rail,Clear,None,80.19,197.07,Delayed
55043,2019-07-03 14:29:03.785437856,Monsoon,Afternoon,South,North,Agriculture,Road,Clear,Hazardous,98.52,200.96,Delayed
55044,2019-07-03 15:21:38.280982816,Monsoon,Afternoon,North,East,Pharma,Road,Clear,None,45.4,431.03,Cancelled
55045,2019-07-03 16:14:12.776527776,Monsoon,Afternoon,Central,North,Agriculture,Road,Clear,None,125.83,157.69,On Time
55046,2019-07-03 17:06:47.272072736,Monsoon,Evening,South,South,Electronics,Road,Clear,Perishable,94.82,208.72,On Time
55047,2019-07-03 17:59:21.767617696,Monsoon,Evening,Central,South,FMCG,Sea,Clear,Fragile,84.96,162.87,On Time
55048,2019-07-03 18:51:56.263162656,Monsoon,Evening,South,West,Agriculture,Sea,Rain,Perishable,101.34,136.8,Delayed
55049,2019-07-03 19:44:30.758707584,Monsoon,Evening,North,East,FMCG,Road,Clear,Perishable,92.23,214.52,On Time
55050,2019-07-03 20:37:05.254252544,Monsoon,Evening,West,Central,Automobile,Sea,Clear,Hazardous,58.03,237.17,On Time
55051,2019-07-03 21:29:39.749797504,Monsoon,Night,East,East,Agriculture,Rail,Rain,Fragile,64.92,242.72,On Time
55052,2019-07-03 22:22:14.245342464,Monsoon,Night,Central,West,Automobile,Rail,Clear,Hazardous,91.54,172.9,Delayed
55053,2019-07-03 23:14:48.740887424,Monsoon,Night,Central,South,Electronics,Rail,Clear,Hazardous,116.8,135.82,On Time
55054,2019-07-04 00:07:23.236432384,Monsoon,Night,North,East,FMCG,Sea,Rain,Fragile,73.88,186.97,On Time
55055,2019-07-04 00:59:57.731977344,Monsoon,Night,Central,South,FMCG,Air,Fog,Fragile,68.04,434.53,Delayed
55056,2019-07-04 01:52:32.227522272,Monsoon,Night,West,West,Agriculture,Road,Clear,Perishable,82.3,240.1,On Time
55057,2019-07-04 02:45:06.723067232,Monsoon,Night,West,East,Automobile,Air,Clear,Hazardous,68.2,433.53,On Time
55058,2019-07-04 03:37:41.218612192,Monsoon,Night,North,West,Agriculture,Road,Clear,Hazardous,70.96,277.93,Delayed
55059,2019-07-04 04:30:15.714157152,Monsoon,Night,South,East,Electronics,Sea,Clear,Hazardous,75.24,183.63,On Time
55060,2019-07-04 05:22:50.209702112,Monsoon,Morning,South,North,Electronics,Air,Clear,None,147.15,202.5,Delayed
55061,2019-07-04 06:15:24.705247072,Monsoon,Morning,Central,South,Pharma,Sea,Rain,Fragile,59.91,229.85,Delayed
55062,2019-07-04 07:07:59.200792032,Monsoon,Morning,Central,West,FMCG,Rail,Clear,Fragile,103.14,153.64,On Time
55063,2019-07-04 08:00:33.696336960,Monsoon,Morning,North,Central,Agriculture,Air,Rain,Fragile,87.16,340.29,On Time
55064,2019-07-04 08:53:08.191881920,Monsoon,Morning,West,South,Automobile,Road,Clear,Perishable,72.55,271.92,On Time
55065,2019-07-04 09:45:42.687426880,Monsoon,Morning,North,South,Electronics,Road,Clear,Perishable,86.59,228.34,On Time
55066,2019-07-04 10:38:17.182971840,Monsoon,Morning,South,West,Electronics,Rail,Rain,Hazardous,98.19,161.31,On Time
55067,2019-07-04 11:30:51.678516800,Monsoon,Morning,West,South,Automobile,Sea,Clear,None,76.33,181.04,On Time
55068,2019-07-04 12:23:26.174061760,Monsoon,Afternoon,Central,West,Automobile,Road,Fog,Perishable,62.05,317.21,Cancelled
55069,2019-07-04 13:16:00.669606720,Monsoon,Afternoon,South,North,Agriculture,Air,Clear,Hazardous,112.08,265.3,Delayed
55070,2019-07-04 14:08:35.165151648,Monsoon,Afternoon,East,South,FMCG,Rail,Clear,Fragile,66.86,235.78,Delayed
55071,2019-07-04 15:01:09.660696608,Monsoon,Afternoon,South,Central,FMCG,Rail,Clear,Fragile,91.14,173.65,Delayed
55072,2019-07-04 15:53:44.156241568,Monsoon,Afternoon,West,West,Pharma,Rail,Clear,None,106.57,148.74,On Time
55073,2019-07-04 16:46:18.651786528,Monsoon,Afternoon,West,North,Agriculture,Air,Clear,None,95.35,311.36,On Time
55074,2019-07-04 17:38:53.147331488,Monsoon,Evening,North,North,Automobile,Air,Clear,Hazardous,67.38,438.72,Delayed
55075,2019-07-04 18:31:27.642876448,Monsoon,Evening,West,East,Pharma,Road,Rain,Perishable,62.87,313.14,On Time
55076,2019-07-04 19:24:02.138421408,Monsoon,Evening,East,West,FMCG,Air,Clear,None,93.07,318.91,On Time
55077,2019-07-04 20:16:36.633966336,Monsoon,Evening,East,West,FMCG,Sea,Fog,Hazardous,80.26,172.29,Delayed
55078,2019-07-04 21:09:11.129511296,Monsoon,Night,West,West,Automobile,Sea,Rain,None,66.18,208.4,Delayed
55079,2019-07-04 22:01:45.625056256,Monsoon,Night,Central,East,Agriculture,Rail,Clear,None,56.95,276.1,On Time
55080,2019-07-04 22:54:20.120601216,Monsoon,Night,West,North,Electronics,Road,Fog,Fragile,97.87,202.29,Delayed
55081,2019-07-04 23:46:54.616146176,Monsoon,Night,Central,Central,Automobile,Rail,Storm,None,61.89,254.41,Delayed
55082,2019-07-05 00:39:29.111691136,Monsoon,Night,West,East,Automobile,Rail,Fog,Fragile,61.63,255.47,Delayed
55083,2019-07-05 01:32:03.607236096,Monsoon,Night,South,West,Pharma,Road,Fog,None,59.54,330.36,Delayed
55084,2019-07-05 02:24:38.102781024,Monsoon,Night,West,West,Electronics,Sea,Clear,Fragile,86.85,159.36,Delayed
55085,2019-07-05 03:17:12.598325984,Monsoon,Night,South,West,FMCG,Sea,Clear,None,87.69,157.85,On Time
55086,2019-07-05 04:09:47.093870944,Monsoon,Night,Central,Central,Automobile,Road,Rain,Hazardous,70.89,278.2,On Time
55087,2019-07-05 05:02:21.589415904,Monsoon,Morning,West,West,Pharma,Sea,Clear,None,61.82,222.86,On Time
55088,2019-07-05 05:54:56.084960864,Monsoon,Morning,Central,East,FMCG,Rail,Rain,Fragile,73.66,214.3,Cancelled
55089,2019-07-05 06:47:30.580505824,Monsoon,Morning,East,West,Automobile,Air,Clear,Fragile,79.86,371.01,Delayed
55090,2019-07-05 07:40:05.076050784,Monsoon,Morning,North,North,Pharma,Rail,Fog,Hazardous,65.68,239.95,Delayed
55091,2019-07-05 08:32:39.571595712,Monsoon,Morning,Central,North,Agriculture,Air,Clear,Fragile,69.55,425.23,On Time
55092,2019-07-05 09:25:14.067140672,Monsoon,Morning,South,North,FMCG,Air,Rain,Hazardous,72.6,407.61,On Time
55093,2019-07-05 10:17:48.562685632,Monsoon,Morning,North,West,FMCG,Road,Clear,None,112.84,175.69,On Time
55094,2019-07-05 11:10:23.058230592,Monsoon,Morning,West,East,Pharma,Sea,Clear,None,84.71,163.34,On Time
55095,2019-07-05 12:02:57.553775552,Monsoon,Afternoon,South,North,Pharma,Sea,Clear,Perishable,74.41,185.65,On Time
55096,2019-07-05 12:55:32.049320512,Monsoon,Afternoon,North,North,Pharma,Sea,Clear,Hazardous,78.92,175.18,Delayed
55097,2019-07-05 13:48:06.544865472,Monsoon,Afternoon,North,South,Agriculture,Air,Clear,Perishable,91.78,323.35,On Time
55098,2019-07-05 14:40:41.040410400,Monsoon,Afternoon,Central,Central,Automobile,Sea,Clear,Hazardous,79.8,173.27,Delayed
55099,2019-07-05 15:33:15.535955360,Monsoon,Afternoon,West,West,Automobile,Rail,Clear,Perishable,76.57,206.27,On Time
55100,2019-07-05 16:25:50.031500320,Monsoon,Afternoon,West,West,Electronics,Sea,Rain,Perishable,98.65,140.49,On Time
55101,2019-07-05 17:18:24.527045280,Monsoon,Evening,West,West,Automobile,Rail,Rain,Hazardous,65.64,240.1,On Time
55102,2019-07-05 18:10:59.022590240,Monsoon,Evening,Central,North,Agriculture,Sea,Clear,None,109.64,126.54,On Time
55103,2019-07-05 19:03:33.518135200,Monsoon,Evening,Central,East,Automobile,Road,Fog,Hazardous,59.15,332.5,Cancelled
55104,2019-07-05 19:56:08.013680160,Monsoon,Evening,West,North,Pharma,Sea,Clear,Fragile,80.54,171.69,On Time
55105,2019-07-05 20:48:42.509225088,Monsoon,Evening,North,East,Pharma,Road,Clear,Fragile,100.6,196.85,Cancelled
55106,2019-07-05 21:41:17.004770048,Monsoon,Night,West,West,Electronics,Air,Rain,Fragile,50.58,581.62,On Time
55107,2019-07-05 22:33:51.500315008,Monsoon,Night,Central,South,Automobile,Road,Clear,Hazardous,52.02,377.22,On Time
55108,2019-07-05 23:26:25.995859968,Monsoon,Night,West,East,FMCG,Air,Clear,Perishable,115.38,257.78,Cancelled
55109,2019-07-06 00:19:00.491404928,Monsoon,Night,Central,Central,FMCG,Sea,Clear,Perishable,82.33,168.01,Delayed
55110,2019-07-06 01:11:34.986949888,Monsoon,Night,West,South,Automobile,Road,Fog,None,49.66,394.79,Cancelled
55111,2019-07-06 02:04:09.482494848,Monsoon,Night,North,East,Automobile,Sea,Rain,Fragile,56.94,241.63,On Time
55112,2019-07-06 02:56:43.978039776,Monsoon,Night,North,North,Electronics,Rail,Storm,Perishable,64.49,244.31,Delayed
55113,2019-07-06 03:49:18.473584736,Monsoon,Night,Central,Central,Pharma,Sea,Clear,Perishable,91.86,150.76,On Time
55114,2019-07-06 04:41:52.969129696,Monsoon,Night,Central,South,Agriculture,Air,Fog,None,70.04,422.3,Delayed
55115,2019-07-06 05:34:27.464674656,Monsoon,Morning,South,East,FMCG,Air,Rain,Perishable,79.98,370.46,On Time
55116,2019-07-06 06:27:01.960219616,Monsoon,Morning,East,West,Pharma,Rail,Clear,Fragile,91.02,173.88,On Time
55117,2019-07-06 07:19:36.455764576,Monsoon,Morning,South,Central,Automobile,Rail,Clear,Hazardous,80.88,195.41,Delayed
55118,2019-07-06 08:12:10.951309536,Monsoon,Morning,Central,South,Agriculture,Sea,Clear,None,99.73,138.99,On Time
55119,2019-07-06 09:04:45.446854464,Monsoon,Morning,Central,East,Electronics,Air,Fog,Perishable,86.27,343.76,Cancelled
55120,2019-07-06 09:57:19.942399424,Monsoon,Morning,West,East,Electronics,Sea,Rain,Fragile,74.09,186.44,On Time
55121,2019-07-06 10:49:54.437944384,Monsoon,Morning,South,South,Automobile,Sea,Storm,Perishable,33.85,401.72,Delayed
55122,2019-07-06 11:42:28.933489344,Monsoon,Morning,East,Central,Pharma,Air,Clear,None,71.77,412.26,On Time
55123,2019-07-06 12:35:03.429034304,Monsoon,Afternoon,South,North,FMCG,Road,Clear,None,90.59,218.36,On Time
55124,2019-07-06 13:27:37.924579264,Monsoon,Afternoon,North,South,Agriculture,Rail,Clear,Perishable,99.4,159.36,On Time
55125,2019-07-06 14:20:12.420124224,Monsoon,Afternoon,North,North,Automobile,Rail,Rain,Fragile,67.47,233.68,On Time
55126,2019-07-06 15:12:46.915669152,Monsoon,Afternoon,South,East,Agriculture,Rail,Rain,Fragile,83.84,188.59,Delayed
55127,2019-07-06 16:05:21.411214112,Monsoon,Afternoon,South,East,Pharma,Air,Fog,Perishable,36.12,808.19,Delayed
55128,2019-07-06 16:57:55.906759072,Monsoon,Afternoon,Central,Central,Agriculture,Rail,Clear,Perishable,81.25,194.53,On Time
55129,2019-07-06 17:50:30.402304032,Monsoon,Evening,West,North,FMCG,Rail,Rain,Fragile,60.94,258.31,Cancelled
55130,2019-07-06 18:43:04.897848992,Monsoon,Evening,North,South,Agriculture,Road,Rain,None,76.86,256.87,On Time
55131,2019-07-06 19:35:39.393393952,Monsoon,Evening,East,East,Electronics,Air,Rain,Hazardous,105.11,282.73,On Time
55132,2019-07-06 20:28:13.888938912,Monsoon,Evening,West,West,Pharma,Road,Clear,Hazardous,73.65,267.92,On Time
55133,2019-07-06 21:20:48.384483840,Monsoon,Night,South,South,Automobile,Air,Clear,Perishable,52.04,565.61,Delayed
55134,2019-07-06 22:13:22.880028800,Monsoon,Night,North,Central,Pharma,Sea,Clear,Hazardous,88.72,156.04,On Time
55135,2019-07-06 23:05:57.375573760,Monsoon,Night,South,West,FMCG,Sea,Clear,Hazardous,101.61,136.44,Delayed
55136,2019-07-06 23:58:31.871118720,Monsoon,Night,North,East,Electronics,Sea,Rain,Perishable,84.76,163.25,On Time
55137,2019-07-07 00:51:06.366663680,Monsoon,Night,East,East,Electronics,Rail,Clear,Hazardous,133.52,118.94,Delayed
55138,2019-07-07 01:43:40.862208640,Monsoon,Night,West,South,Automobile,Rail,Clear,Perishable,55.08,285.31,On Time
55139,2019-07-07 02:36:15.357753600,Monsoon,Night,East,Central,Agriculture,Air,Rain,None,70.48,419.7,On Time
55140,2019-07-07 03:28:49.853298528,Monsoon,Night,East,East,Pharma,Air,Clear,Perishable,88.96,333.48,Delayed
55141,2019-07-07 04:21:24.348843488,Monsoon,Night,West,East,Automobile,Air,Clear,Hazardous,72.91,405.9,On Time
55142,2019-07-07 05:13:58.844388448,Monsoon,Morning,West,West,Automobile,Sea,Clear,Perishable,81.62,169.45,Cancelled
55143,2019-07-07 06:06:33.339933408,Monsoon,Morning,East,East,Electronics,Sea,Rain,Hazardous,85.11,162.58,Delayed
55144,2019-07-07 06:59:07.835478368,Monsoon,Morning,South,East,Automobile,Road,Clear,None,85.0,232.56,On Time
55145,2019-07-07 07:51:42.331023328,Monsoon,Morning,West,Central,Agriculture,Air,Rain,Fragile,59.48,496.03,On Time
55146,2019-07-07 08:44:16.826568288,Monsoon,Morning,East,Central,Electronics,Sea,Clear,Perishable,112.13,123.75,On Time
55147,2019-07-07 09:36:51.322113216,Monsoon,Morning,East,North,Agriculture,Sea,Clear,Perishable,61.51,223.96,On Time
55148,2019-07-07 10:29:25.817658176,Monsoon,Morning,East,West,FMCG,Sea,Clear,Fragile,99.4,139.44,On Time
55149,2019-07-07 11:22:00.313203136,Monsoon,Morning,South,West,FMCG,Air,Clear,Fragile,93.5,317.46,Delayed
55150,2019-07-07 12:14:34.808748096,Monsoon,Afternoon,Central,Central,Electronics,Air,Clear,None,110.32,269.49,On Time
55151,2019-07-07 13:07:09.304293056,Monsoon,Afternoon,Central,Central,Pharma,Rail,Clear,Hazardous,68.28,230.95,Delayed
55152,2019-07-07 13:59:43.799838016,Monsoon,Afternoon,West,East,Automobile,Air,Clear,Perishable,46.93,625.91,On Time
55153,2019-07-07 14:52:18.295382976,Monsoon,Afternoon,Central,West,Automobile,Road,Clear,Perishable,59.44,330.91,Delayed
55154,2019-07-07 15:44:52.790927904,Monsoon,Afternoon,North,South,Electronics,Rail,Clear,Fragile,112.12,141.44,On Time
55155,2019-07-07 16:37:27.286472864,Monsoon,Afternoon,West,South,Automobile,Rail,Clear,Fragile,102.63,154.4,On Time
55156,2019-07-07 17:30:01.782017824,Monsoon,Evening,West,West,FMCG,Air,Clear,None,107.72,275.94,On Time
55157,2019-07-07 18:22:36.277562784,Monsoon,Evening,East,North,Pharma,Sea,Clear,Fragile,47.58,288.18,Cancelled
55158,2019-07-07 19:15:10.773107744,Monsoon,Evening,North,West,Automobile,Air,Clear,Hazardous,62.61,471.62,On Time
55159,2019-07-07 20:07:45.268652704,Monsoon,Evening,Central,West,Agriculture,Sea,Clear,Fragile,87.14,158.84,On Time
55160,2019-07-07 21:00:19.764197664,Monsoon,Night,West,South,Automobile,Sea,Clear,Fragile,81.8,169.08,On Time
55161,2019-07-07 21:52:54.259742592,Monsoon,Night,North,South,Automobile,Road,Storm,Fragile,70.2,280.9,Cancelled
55162,2019-07-07 22:45:28.755287552,Monsoon,Night,South,North,FMCG,Sea,Clear,None,55.54,247.61,Delayed
55163,2019-07-07 23:38:03.250832512,Monsoon,Night,South,North,Pharma,Road,Clear,None,88.52,223.41,On Time
55164,2019-07-08 00:30:37.746377472,Monsoon,Night,East,West,Agriculture,Road,Clear,None,78.75,250.78,On Time
55165,2019-07-08 01:23:12.241922432,Monsoon,Night,North,South,FMCG,Rail,Rain,None,73.62,214.42,Delayed
55166,2019-07-08 02:15:46.737467392,Monsoon,Night,West,Central,Automobile,Road,Clear,Hazardous,68.43,288.06,On Time
55167,2019-07-08 03:08:21.233012352,Monsoon,Night,South,East,Agriculture,Rail,Clear,None,115.62,137.2,On Time
55168,2019-07-08 04:00:55.728557280,Monsoon,Night,South,North,Automobile,Road,Clear,None,77.18,255.82,On Time
55169,2019-07-08 04:53:30.224102240,Monsoon,Night,Central,Central,Agriculture,Air,Fog,None,56.74,519.57,Delayed
55170,2019-07-08 05:46:04.719647200,Monsoon,Morning,Central,North,FMCG,Rail,Clear,Fragile,93.47,169.37,On Time
55171,2019-07-08 06:38:39.215192160,Monsoon,Morning,North,Central,FMCG,Road,Rain,Fragile,64.91,303.44,Delayed
55172,2019-07-08 07:31:13.710737120,Monsoon,Morning,Central,Central,Electronics,Rail,Storm,Perishable,56.69,277.34,Delayed
55173,2019-07-08 08:23:48.206282080,Monsoon,Morning,North,West,Pharma,Road,Clear,Perishable,93.23,212.25,On Time
55174,2019-07-08 09:16:22.701827040,Monsoon,Morning,West,Central,Electronics,Air,Clear,Fragile,106.05,280.24,On Time
55175,2019-07-08 10:08:57.197371968,Monsoon,Morning,West,Central,FMCG,Sea,Clear,Hazardous,97.15,142.64,On Time
55176,2019-07-08 11:01:31.692916928,Monsoon,Morning,West,South,Automobile,Road,Clear,None,63.67,309.26,On Time
55177,2019-07-08 11:54:06.188461888,Monsoon,Morning,Central,Central,Pharma,Rail,Rain,Fragile,84.31,187.55,On Time
55178,2019-07-08 12:46:40.684006848,Monsoon,Afternoon,Central,South,Pharma,Rail,Clear,Hazardous,66.46,237.18,On Time
55179,2019-07-08 13:39:15.179551808,Monsoon,Afternoon,East,North,Agriculture,Sea,Rain,None,90.04,153.78,On Time
55180,2019-07-08 14:31:49.675096768,Monsoon,Afternoon,South,South,Automobile,Road,Clear,Hazardous,45.66,428.63,On Time
55181,2019-07-08 15:24:24.170641728,Monsoon,Afternoon,West,South,Pharma,Road,Rain,Hazardous,73.87,267.13,On Time
55182,2019-07-08 16:16:58.666186656,Monsoon,Afternoon,Central,North,Pharma,Air,Clear,None,78.43,377.69,On Time
55183,2019-07-08 17:09:33.161731616,Monsoon,Evening,South,South,Automobile,Road,Rain,Perishable,73.14,269.76,On Time
55184,2019-07-08 18:02:07.657276576,Monsoon,Evening,West,South,Automobile,Air,Clear,None,101.39,293.0,On Time
55185,2019-07-08 18:54:42.152821536,Monsoon,Evening,West,Central,Agriculture,Road,Clear,None,77.93,253.39,Delayed
55186,2019-07-08 19:47:16.648366496,Monsoon,Evening,South,South,Electronics,Air,Rain,Hazardous,78.55,377.12,On Time
55187,2019-07-08 20:39:51.143911456,Monsoon,Evening,South,Central,Pharma,Sea,Rain,Fragile,75.14,183.87,On Time
55188,2019-07-08 21:32:25.639456416,Monsoon,Night,Central,West,FMCG,Road,Storm,Perishable,35.15,553.25,Cancelled
55189,2019-07-08 22:25:00.135001344,Monsoon,Night,South,West,Electronics,Air,Clear,Fragile,115.98,256.45,On Time
55190,2019-07-08 23:17:34.630546304,Monsoon,Night,South,South,Automobile,Air,Rain,Perishable,50.61,581.28,On Time
55191,2019-07-09 00:10:09.126091264,Monsoon,Night,Central,North,Electronics,Sea,Storm,Hazardous,66.77,206.58,Delayed
55192,2019-07-09 01:02:43.621636224,Monsoon,Night,West,North,Agriculture,Rail,Clear,None,79.24,199.4,On Time
55193,2019-07-09 01:55:18.117181184,Monsoon,Night,South,East,Automobile,Rail,Clear,Fragile,69.71,226.28,On Time
55194,2019-07-09 02:47:52.612726144,Monsoon,Night,East,East,Automobile,Sea,Clear,Hazardous,64.17,214.82,Delayed
55195,2019-07-09 03:40:27.108271104,Monsoon,Night,North,North,Automobile,Rail,Clear,None,75.06,210.36,On Time
55196,2019-07-09 04:33:01.603816032,Monsoon,Night,South,Central,Pharma,Road,Clear,Hazardous,78.45,251.73,Delayed
55197,2019-07-09 05:25:36.099360992,Monsoon,Morning,South,South,Electronics,Road,Rain,Perishable,75.92,260.01,Delayed
55198,2019-07-09 06:18:10.594905952,Monsoon,Morning,North,East,FMCG,Road,Rain,Hazardous,77.38,255.17,On Time
55199,2019-07-09 07:10:45.090450912,Monsoon,Morning,East,South,Pharma,Road,Clear,Hazardous,81.92,241.2,On Time
55200,2019-07-09 08:03:19.585995872,Monsoon,Morning,West,South,Automobile,Rail,Clear,Hazardous,78.66,200.85,On Time
55201,2019-07-09 08:55:54.081540832,Monsoon,Morning,East,Central,FMCG,Air,Clear,Hazardous,91.91,322.89,Delayed
55202,2019-07-09 09:48:28.577085792,Monsoon,Morning,North,West,FMCG,Rail,Rain,Hazardous,102.67,154.34,On Time
55203,2019-07-09 10:41:03.072630720,Monsoon,Morning,South,North,Agriculture,Road,Clear,Perishable,111.75,177.38,Delayed
55204,2019-07-09 11:33:37.568175680,Monsoon,Morning,West,East,Automobile,Air,Clear,Fragile,81.39,364.12,Delayed
55205,2019-07-09 12:26:12.063720640,Monsoon,Afternoon,East,East,Automobile,Rail,Clear,Hazardous,90.58,174.71,On Time
55206,2019-07-09 13:18:46.559265600,Monsoon,Afternoon,East,West,Automobile,Sea,Clear,Perishable,51.2,268.2,On Time
55207,2019-07-09 14:11:21.054810560,Monsoon,Afternoon,West,West,Automobile,Sea,Clear,Fragile,85.47,161.91,On Time
55208,2019-07-09 15:03:55.550355520,Monsoon,Afternoon,East,East,FMCG,Air,Clear,Hazardous,77.8,380.71,On Time
55209,2019-07-09 15:56:30.045900480,Monsoon,Afternoon,North,North,Pharma,Rail,Rain,Perishable,52.02,301.77,On Time
55210,2019-07-09 16:49:04.541445408,Monsoon,Afternoon,West,East,Pharma,Road,Fog,Fragile,54.99,357.21,Delayed
55211,2019-07-09 17:41:39.036990368,Monsoon,Evening,North,North,Automobile,Road,Clear,Hazardous,80.41,245.67,On Time
55212,2019-07-09 18:34:13.532535328,Monsoon,Evening,West,South,Agriculture,Air,Fog,Hazardous,93.55,317.29,Cancelled
55213,2019-07-09 19:26:48.028080288,Monsoon,Evening,North,Central,Agriculture,Rail,Rain,Hazardous,97.32,162.73,On Time
55214,2019-07-09 20:19:22.523625248,Monsoon,Evening,South,East,Agriculture,Air,Clear,Hazardous,112.99,263.18,Delayed
55215,2019-07-09 21:11:57.019170208,Monsoon,Night,South,South,FMCG,Sea,Clear,Hazardous,85.72,161.44,On Time
55216,2019-07-09 22:04:31.514715168,Monsoon,Night,East,South,FMCG,Sea,Storm,Hazardous,58.55,235.1,Cancelled
55217,2019-07-09 22:57:06.010260096,Monsoon,Night,West,East,Agriculture,Air,Fog,Perishable,79.29,373.65,Delayed
55218,2019-07-09 23:49:40.505805056,Monsoon,Night,West,North,FMCG,Rail,Fog,Perishable,83.14,190.16,Delayed
55219,2019-07-10 00:42:15.001350016,Monsoon,Night,North,East,Electronics,Sea,Fog,None,58.4,235.69,Delayed
55220,2019-07-10 01:34:49.496894976,Monsoon,Night,East,Central,Pharma,Air,Clear,Perishable,78.61,376.84,On Time
55221,2019-07-10 02:27:23.992439936,Monsoon,Night,East,South,FMCG,Sea,Clear,Perishable,97.87,141.6,On Time
55222,2019-07-10 03:19:58.487984896,Monsoon,Night,West,North,Automobile,Rail,Storm,Hazardous,36.07,431.62,Delayed
55223,2019-07-10 04:12:32.983529856,Monsoon,Night,South,East,Electronics,Rail,Rain,Perishable,91.64,172.71,On Time
55224,2019-07-10 05:05:07.479074784,Monsoon,Morning,West,North,Agriculture,Rail,Clear,Perishable,104.53,151.62,On Time
